"Filing Date","Document Type","Filed By","Description"
"April 08, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151306131""><span style=""color:blue""><u>COMMENTS</u></span></a>","Firstfuel Software, Inc.","Comments of Firstfuel Software on Phase II - Workshop I. (Late filing authorized by Assigned ALJ Edmister via e-mail dated April 23, 2015."
"April 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=150379083""><span style=""color:blue""><u>COMMENTS</u></span></a>","EnerNOC, Inc.","Comments on Phase II Workshop I"
"April 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151988662""><span style=""color:blue""><u>EXPARTE</u></span></a>","Association of Bay Area Governments","SUMMARY:  On April 3, 2015,  Jennifer K. Berg, Program Manager, San Francisco Bay Area Regional Energy Network, sent an electronic mail to Nicolas Chaset, advisor to Cmmr. Picker, Julie Fitch, advisor to Cmmr. Peterman, Rachel Peterson and Sean Simon, advisors to Cmmr. Randolph, Sepideh Khosrowjah, advisor to Cmmr. Florio, and Amy Baker, advisor to Cmmr. Sandoval.  A copy of the written communication is attached to the notice."
"April 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151169884""><span style=""color:blue""><u>COMMENTS</u></span></a>","Cal-UCONS","Comments of Cal-UCONS, Inc. to Administrative Law Judge's Ruling Regarding Phase II Workshop I."
"April 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=149827615""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company","Comments on Phase II Workshop I"
"April 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=150379093""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Energy Efficiency Industry Council","Comments on Phase II Workshop I"
"April 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=150379092""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Regional Energy Network","Comments on Phase II Workshop I"
"April 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=149902370""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Gas and Electric Company","Comments on Phase II Workshop I"
"April 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=150853230""><span style=""color:blue""><u>COMMENTS</u></span></a>","Marin Clean Energy","Comments on Phase II Workshop I"
"April 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=150853227""><span style=""color:blue""><u>COMMENTS</u></span></a>","Natural Resources Defense Council","Comments on Phase II Workshop I"
"April 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=150853226""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company","Comments on Phase II Workshop I"
"April 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=149822088""><span style=""color:blue""><u>COMMENTS</u></span></a>","ORA/CHOE/CPUC","Comments on Phase II Workshop I"
"April 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=150379084""><span style=""color:blue""><u>COMMENTS</u></span></a>","The Utility Reform Network","Comments on Phase II Workshop I"
"April 03, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=149827614""><span style=""color:blue""><u>COMMENTS</u></span></a>","Local Government Sustainable Energy Coalition","Comments on Phase II Workshop I"
"April 03, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=150379094""><span style=""color:blue""><u>COMMENTS</u></span></a>","Center for Sustainable Energy","Comments on Phase II Workshop I"
"April 03, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=149822093""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Francisco Bay Area Regional Energy Network","Comments on Phase II Workshop I"
"April 02, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151988313""><span style=""color:blue""><u>EXPARTE</u></span></a>","California Energy Efficiency Industry Council","SUMMARY:  On April 1, 2015, Anthony Harrison, Policy Director of the California Energy Efficiency Industry Council (Efficiency Council) met with Cmmr. Peterman.  Also present were Julie Fitch, Jennifer Kalafut and Melicia Charles, advisors to Cmmr. Peterman, and Ben Bodell, law student extern for Cmmr. Peterman; Jeanne Clinton, Governor's CPUC advisor on energy efficiency; and Steve Schiller, Board Chair Emeritus, for the Efficiency Council.  Efficiency Council's representatives discussed Assembly Bill 1330, a bill currently introduced in the  
California Legislature, which is sponsored by the Efficiency Council.  The Efficiency Council representatives explained that this legislation could work in conjunction with the goal setting process within the proceeding, as it simply establishes a ""floor"" by which energy savings through efficiency must be achieved.  Schiller explained that since energy efficiency is a resource that all Californians can benefit from, the Efficiency Council felt that it was important to ensure disadvantage communities were included in a major way in the state's energy efficiency efforts. A written material (attached to the notice) was used."
"April 01, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=149822040""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/EDMISTER/CPUC","Administrative Law Judge's Ruling Re Comments on Phase II Workshop 3 (Statewide and Third Party Energy Efficiency Programs)."
"April 01, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=152046365""><span style=""color:blue""><u>EXPARTE</u></span></a>","California Technical Forum","SUMMARY: LATE FILED.  On March 19, 2015, Annette Beitel, facilitator, California Technical Forum (Cal TF) met with Cmmr. Peterman in San Francisco.  Also present were Julie Fitch, advisor to Cmmr. Peterman, Pete Skala of the Energy Division, Ben Bodell, legal extern to Cmmr. Peterman; Jenny Roecks and Alejandra Mejia for Cal TF; and Peter Miller, Senior Scientist for the Natural Resources Defense Council.  Cal TF representatives provided an overview of the Cal TF's work and accomplishments over the last year and discussed the organization's 2015 work plan. Written material used during the communication was provided to Julie Fitch via electronic mail (copies of the material and e-mail are attached to the notice)."
"March 20, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=148825731""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/EDMISTER/CPUC","E-Mail Ruling regarding schedule on workshop and comments on workshops and date staff whitepaper is due. "
"March 19, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=148825370""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/EDMISTER/CPUC","Administrative Law Judge's Ruling regarding comments on Phase II Workshop 1 (Attachments only)."
"March 18, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=148824901""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/EDMISTER/CPUC","Administrative Law Judge's Ruling regarding comments on Phase II Workshop 1. Party comments concerning the workshop are due on 3/27/2015. Comments are not to exceed 50 pages."
"March 13, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151698037""><span style=""color:blue""><u>NOTICE</u></span></a>","California Energy Efficiency Industry Council","SUMMARY:  On March 12, 2015, Margie Gardner, Executive Director, California Energy Efficiency Industry Council sent an e-mail to Pete Skala, Administrative Law Judge Todd Edmister, and Julie Fitch, advisor to Cmmr. Peterman. The e-mail provided clarification about a Custom Review project example that was given by Margie Gardner at the R. 13-11-005 Energy Efficiency Workshop on Tuesday, March 10, 2015. A copy of the e-mail is attached to the notice."
"March 10, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151950741""><span style=""color:blue""><u>EXPARTE</u></span></a>","Natural Resources Defense Council","SUMMARY: on March 5, 2015, Lara Ettenson, Director of California Energy Efficiency Policy, Natural Resources Defense Council (NRDC), met with Cmmr. Peterman in San Francisco. Also present were Julie Fitch and Jennifer Kalafut, advisors to Cmmr. Peterman; and Peter Miller, Senior Scientist, Sierra Martinez, Legal Director, California Energy, Merrian Borgeson, Senior Scientist, and Christa Heavey, Sustainable Energy fellow, for NRDC.  NRDC representatives discussed its priorities in Rulemaking 13-11-005, as set forth in the notice. "
"March 06, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=152786613""><span style=""color:blue""><u>EXPARTE</u></span></a>","Natural Resources Defense Council","SUMMARY: On March 6, 2015, Lara Ettenson, Director of California Energy Efficiency Policy of the Natural Resources Defense Council (NRDC), sent four separate e-mails to the service list and Administrative Law Judge Todd Edmister. The emails collectively contained the Joint Parties' proposal presentation that will be discussed at Monday and Tuesday's energy efficiency workshops. Copies of the e-mails are attached to the notice."
"February 24, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=147006582""><span style=""color:blue""><u>SCOPING RULING</u></span></a>","CMMR/PETERMAN/CPUC,ALJ/EDMISTER/CPUC","Assigned Commissioner and Administrative Law Judge's Ruling and Scoping Memorandum regarding implementation of energy efficiency ""Rolling Portfolios"" (Phase II of Rulemaking 13-11-005). The preliminary category of this proceeding is ratesetting and evidentiary hearings will not be necessary in Phase II. The issue and schedule are as set forth. Commissioner Peterman is the assigned Commissioner and ALJ Edmister is the assigned Administrative Law Judge in this proceeding."
"February 18, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151713707""><span style=""color:blue""><u>EXPARTE</u></span></a>","California Energy Efficiency Industry Council","SUMMARY:  On February 17, 2015, Margie Gardner, Executive Director of California Energy Efficiency Industry Council, sent an electronic mail to Cmmr. Peterman.  The electronic mail was also addressed to Administrative Law Judge Todd Edmister, and Julie Fitch, advisor to Cmmr. Peterman.  The electronic mail requested that the Commission provide clarification in the Scoping Ruling for Phase II its' position regarding the issues raised by the Office of Ratepayer Advocates during the Phase II pre-hearing conference regarding the appropriateness of PG&E's current rebidding of Third Party Programs. The written communication is attached."
"February 09, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151562148""><span style=""color:blue""><u>EXPARTE</u></span></a>","ORA/CHOE/CPUC","The Office of Ratepayer Advocates noticed an oral ex parte communication with Julie Fitch, Chief of Staff to Commissioner Carla Peterman, on February 4, 2015.  "
"February 09, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151533123""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","The Marin Clean Energy noticed an oral ex parte communication with Julie Fitch, Chief of Staff to Commissioner Peterman and Jennifer Kalafut, Advisor to Commissioner Peterman, on February 5, 2015.  "
"February 03, 2015","<a href=""http://www.cpuc.ca.gov/orderadocument/""><span style=""color:blue""><u>TRANSCRIPT</u></span></a>","REPORTING SECTION","1/28/15 Prehearing Conference; pages 107-196."
"February 02, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151340181""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","The Marin Clean Energy noticed a written ex parte communication with Julie Fitch, Chief of Staff to Commissioner Peterman and Jennifer Kalafut, Advisor to Commissioner Peterman, on February 2, 2015.  "
"January 27, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=147041807""><span style=""color:blue""><u>MOTION</u></span></a>","Proteus Inc.","Motion to Request Party Status for Proteus Inc."
"January 27, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151533083""><span style=""color:blue""><u>NOTICE</u></span></a>","PACIFIC GAS AND ELECTRIC COMPANY","of communication [pursuant to D.14-11-041). SUMMARY:  On January 20, 2015, Meghan Dewey, Manager of Energy Efficiency Strategy of Pacific Gas and Electric Company (PG&E), received an electronic mail from Dina Mackin of the Energy Division, and on January 20 and 21, 2015 sent electronic mails in response, left a telephone message for, and had a telephone conversation with, Dina Mackin. The rejection of PG&E's compliance filing was discussed. Copies of the written communications are attached. "
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375320""><span style=""color:blue""><u>STATEMENT</u></span></a>","University of California","Prehearing conference statement."
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375549""><span style=""color:blue""><u>STATEMENT</u></span></a>","California Energy Efficiency Industry Council","Prehearing conference statement."
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375760""><span style=""color:blue""><u>STATEMENT</u></span></a>","Marin Clean Energy","Prehearing conference statement."
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375437""><span style=""color:blue""><u>STATEMENT</u></span></a>","Southern California Edison Company","Prehearing conference statement."
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375758""><span style=""color:blue""><u>STATEMENT</u></span></a>","ORA/CHOE/CPUC","Prehearing conference statement."
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375544""><span style=""color:blue""><u>STATEMENT</u></span></a>","The Utility Reform Network","Prehearing conference statement."
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375542""><span style=""color:blue""><u>STATEMENT</u></span></a>","Pacific Gas and Electric Company","Prehearing conference statement."
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375541""><span style=""color:blue""><u>STATEMENT</u></span></a>","National Association of Energy Service Companies","Prehearing conference statement."
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375540""><span style=""color:blue""><u>STATEMENT</u></span></a>","Natural Resources Defense Council","Prehearing conference statement."
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375866""><span style=""color:blue""><u>STATEMENT</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company","Prehearing conference statement."
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375970""><span style=""color:blue""><u>STATEMENT</u></span></a>","Center for Sustainable Energy","Prehearing conference statement."
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375430""><span style=""color:blue""><u>STATEMENT</u></span></a>","Local Government Sustainable Energy Coalition,Bay Area Regional Energy Network","Prehearing conference statement."
"January 26, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146375631""><span style=""color:blue""><u>STATEMENT</u></span></a>","Southern California Regional Energy Network","Prehearing conference statement."
"January 20, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=144660591""><span style=""color:blue""><u>DECISION</u></span></a>","-","Decision D1501023 - Corrects error in D1501002."
"January 15, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151305709""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","The Marin Clean Energy noticed an oral ex parte communication with Julie Fitch, Chief of Staff to Commissioner Carla Peterman, on January 14, 2015.  "
"January 15, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151306156""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","The Marin Clean Energy noticed an oral and written ex parte communication with Scott Murtishaw, Advisor to President Michael Picker, on January 13, 2015.  "
"January 15, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151306473""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","The Marin Clean Energy noticed an oral and written ex parte communication with Matt Tisdale, Advisor to Commissioner Michel Peter Florio, on January 13, 2015.  "
"January 15, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151305044""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","The Marin Clean Energy noticed an oral and written ex parte communication with Julie Fitch, Chief of Staff to Commissioner Carla Peterman, on January 14, 2015.  "
"January 15, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151305042""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","The Marin Clean Energy noticed an oral ex parte communication with Scott Murtishaw, Advisor to President Michael Picker, on January 13, 2015.  "
"January 15, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151306260""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","The Marin Clean Energy noticed an oral ex parte communication with Matt Tisdale, Advisor to Commissioner Michel Peter Florio, on January 13, 2015.  "
"January 13, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=143990012""><span style=""color:blue""><u>RULING</u></span></a>","CMMR/PETERMAN/CPUC,ALJ/EDMISTER/CPUC","ASSIGNED COMMISSIONER'S AND ADMINISTRATIVE LAW JUDGE'S JOINT RULING RE PHASE II PREHEARING   
CONFERENCE STATEMENTS.  Any person may file a prehearing conference statement with the California  
Public Utility Commission's Docket Office on or before January 26, 2015, subject to the page limits set forth in this ruling."
"January 07, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=143990429""><span style=""color:blue""><u>MOTION</u></span></a>","San Diego Association of Governments","MOTION FOR PARTY STATUS"
"January 07, 2015","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=143560159""><span style=""color:blue""><u>DECISION</u></span></a>","-","Decision D1501002 - Order correcting errors in Decision 14-10-046."
"December 22, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=143616073""><span style=""color:blue""><u>REQUEST</u></span></a>","Natural Resources Defense Council","for intervenor compensation for contribution to D14-10-046"
"December 19, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=143615416""><span style=""color:blue""><u>NOTICE</u></span></a>","CALJ/SULLIVAN/CPUC","Notice resetting date of prehearing conference. "
"December 18, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151306126""><span style=""color:blue""><u>EXPARTE</u></span></a>","Natural Resources Defense Council","The Natural Resources Defense Council noticed a written (e-mail) ex parte communication with Commissioner Peterman, ALJ Edmister, President Peevey, Commissioner Sandoval, Commissioner Florio, and Commissioner Picker as well as their respective advisors, Brian Stevens, Julie Fitch, Melicia Charles, Jen Kalafut, Dietas Katague, Amy Baker, Sepideh Khosrowjah, Matthew Tisdale, and Nick Chaset., on December 18, 2014."
"December 15, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=143571182""><span style=""color:blue""><u>MOTION</u></span></a>","University of California","MOTION FOR PARTY STATUS"
"December 05, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=143502908""><span style=""color:blue""><u>NOTICE</u></span></a>","CALJ/SULLIVAN/CPUC","Notice of prehearing conference. "
"November 21, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=143307203""><span style=""color:blue""><u>MOTION</u></span></a>","CALIFORNIA STATE UNIVERSITY","Motion for Party Status."
"November 21, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151562165""><span style=""color:blue""><u>NOTICE</u></span></a>","Pacific Gas and Electric Company"," [The Notice is filed Pursuant to Rule 8.4 and the October 16, 2014 ruling in A.13-12-012.]  SUMMARY: On November 20, 2014,  Amy Barr, Senior Policy Analyst, of Pacific Gas and Electric Company, uploaded the joint investor-owned utilities comments to the ""Building a Policy Framework to Support Energy Efficiency Market Transformation in California"" whitepaper to the energydataweb.com website, which is used to share information with the Commission; and, on the same day of November 20, 2014, sent an electronic mail with attachment to Cathleen Fogel of the Energy Division. Written materials used in these communications are attached. "
"November 20, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151527982""><span style=""color:blue""><u>NOTICE</u></span></a>","Pacific Gas and Electric Company","[filed Pursuant to Rule 8.4 and the October 16, 2014 ruling in A.13-12-012.]  SUMMARY: On October 29, 2014, Randall Litteneker, Attorney, Pacific Gas and Electric (PG&E), and Dawn Weisz, Executive Officer, Marin Clean Energy (MCE), met with Gurbux Kahlon, William Maguire, Jean Lamming, Peter Skala, Hazlyn Fortune, Aloke Gupta, and Jonathan Tom of the Energy Division; and  Pouneh Ghaffarian and Mitchell Shapson of the Legal Division, in San Francisco.  On behalf of PG&E also present were Jan Berman, Senior Director, Customer Energy Solutions, Al Gaspari, Principal Program Manager, of Customer Energy Solutions; David Gutierrez, Principal of CCA Relations, of Customer Energy Solutions, and Sidney Dietz, Director of Regulatory Relations; and on behalf of MCE - Elizabeth Kelly, Legal Director; and Beckie Menten, Energy Efficiency director.  Edward Randolph, Director of the Energy Division, joined by telephone.  Litteneker discussed Rule 23 issues and other relevant matters. Gaspari stated that the statewide CPUC-approved loan program administered by the California Alternative Energy and Advanced Transportation Financing Authority is also an appropriate vehicle for MCE's proposed programs. Berman stated that the fastest resolution could be the contract amendment approach that PG&E had proposed to MCE. "
"October 30, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=131150309""><span style=""color:blue""><u>NOTICE</u></span></a>","ACTING CALJ/SULLIVAN/CPUC","NOTICE OF REASSIGNMENT"
"October 30, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=143989574""><span style=""color:blue""><u>NOTICE</u></span></a>","Pacific Gas and Electric Company","Pacific Gas and Electric Company noticed an oral Communication with the following persons from the Energy Division, among other attendees, on October 29, 2014 at 2 pm at the CPUC: Edward Randolph, Director, who joined by telephone; Gurbux Kahlon; William Maguire; Jean Lamming; Peter Skala; Hazlyn Fortune; Aloke Gupta; and Jonathan Tom. "
"October 27, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=144896935""><span style=""color:blue""><u>EXPARTE</u></span></a>","San Diego Gas & Electric Company,Southern California Gas Company","LATE-FILED NOTICE OF EX PARTE COMMUNICATION-San Diego Gas & Electric Company and Southern California Gas Company noticed an oral and written exparte communications with Brian Stevens, Advisor to President Peevey on October 14, 2014."
"October 22, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=144896606""><span style=""color:blue""><u>EXPARTE</u></span></a>","Southern California Gas Company","Southern California Gas Company noticed an oral and written ex parte communications with Amy Baker, Advisor to Commissioner Sandoval on October 17, 2014.  Other attendees from the Commission included: Ed Randolph, Lisa Paulo, Will MacGuire, Kay Hardy, Peter Lai, Aaron Lu, Dorris Chow, Jeremy Battis, Rory Cox, Meredith Younghein,  and Alice Glasner.  Jeanne Clinton, Special Advisor to the California Public Utilities Commission, also attended."
"October 21, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=143505211""><span style=""color:blue""><u>EXPARTE</u></span></a>","Natural Resources Defense Council","The Natural Resources Defense Council noticed a written (Email) Ex Parte Communications with the following members of the Public Utilities Commission on October 21, 2014: President Peevey, Commissioner Peterman, Commissioner Sandoval, Commissioner Florio, and Commissioner Picker as well as their respective advisors, Brian Stevens, Julie Fitch, Jen Kalafut, Amy Baker, Rachel Peterson, and Nick Chaset."
"October 17, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=126565744""><span style=""color:blue""><u>EXPARTE</u></span></a>","Pacific Gas and Electric Company","Pacific Gas and Electric Company noticed a written ex parte communication with Carmen Best and Jeremy Battis of the CPUC's Energy Division on October 16, 2014."
"October 17, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=123975452""><span style=""color:blue""><u>EXPARTE</u></span></a>","Pacific Gas and Electric Company","Pacific Gas and Electric Company noticed an oral ex parte communication with Cathleen Fogel of the CPUC's Energy Division on October 16, 2014."
"October 17, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=126565748""><span style=""color:blue""><u>EXPARTE</u></span></a>","Pacific Gas and Electric Company","Pacific Gas and Electric Company noticed a written ex parte communication with Katie Wu of the CPUC's Energy Division on October 16, 2014."
"October 17, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=126565747""><span style=""color:blue""><u>EXPARTE</u></span></a>","Pacific Gas and Electric Company","Pacific Gas and Electric Company noticed a written ex parte communication with Jeorge Tagnipes of the CPUC's Energy Division on October 16, 2014. "
"October 17, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=127294762""><span style=""color:blue""><u>EXPARTE</u></span></a>","Pacific Gas and Electric Company","Pacific Gas and Electric Company noticed an oral ex parte communication with Dina Makin of the CPUC's Energy Division on October 16, 2014."
"October 16, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=127294757""><span style=""color:blue""><u>EXPARTE</u></span></a>","Energy Producers & Users Coalition","The Energy Producers and Users Coalition noticed the following oral and written ex parte communications with: (1) Brian Stevens and Scott Murtishaw, advisors to President Peevey; and (2) with Julie Fitch, advisor to Commissioner Peterman on October 13, 2014.  And then, (3) with Matthew Tisdale, advisor to Commissioner Florio on October 15, 2014."
"October 16, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=129228024""><span style=""color:blue""><u>DECISION</u></span></a>","-","Decision D1410046 - Establishes energy efficiency savings goals and approving 2015 energy efficiency programs and budgets, and concludes Phase I. Commissioner Michael Picker dissents."
"October 16, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=148365243""><span style=""color:blue""><u>MOTION</u></span></a>","Cree, Inc.","MOTION REQUESTING PARTY STATUS"
"October 15, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=126565715""><span style=""color:blue""><u>EXPARTE</u></span></a>","ORA/HOOK/CPUC","The Office of Ratepayer Advocates noticed an oral ex parte communication with Nicholas Chaset, Advisor to Commissioner Michael Picker on October 13, 2014."
"October 14, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=123990659""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","Marin Clean Energy noticed an oral ex parte communication with Brian Stevens, Advisor to President Peevey on October 13, 2014."
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119025702""><span style=""color:blue""><u>EXPARTE</u></span></a>","ORA/HOOK/CPUC","The Office of Ratepayer Advocates noticed the following oral ex parte meetings: (1) with Brian Stevens, Advisor to President Michael Peevey on October 8, 2014; (2) with Matthew Tisdale and Jennifer Kalafut, Advisor to Commissioner Michel Florio on October 9, 2014; and (3) with Julie Fitch, Chief of Staff to Commissioner Carla Peterman on October 9, 2014."
